name,reviews.rating,cleaned_text
Horintos Plata Tequila - 750ml Bottle,5.0,good flavor without powering finish never need salt lime addition make even betterone favorite silver tequila
Horintos Plata Tequila - 750ml Bottle,5.0,use shot
Horintos Plata Tequila - 750ml Bottle,5.0,hand favorite tequila amazing taste amazing price lime salt needed
Horintos Plata Tequila - 750ml Bottle,5.0,drink
Horintos Plata Tequila - 750ml Bottle,5.0,good flavor without powering finish never need salt lime addition make even betterone favorite silver tequila
Fetzer174 Gewurztraminer - 750ml Bottle,5.0,fruity dessert wine since first taste gewurtztraminer wine bought wine grape different country vineyard fetzer gewurtztraminer best flavor body one ive tried hard find worth trying youve never tried wine grape
Sierra Nevada174 Torpedo Extra Ipa - 12pk / 12oz Bottles,5.0,best beer market man beer leaf hoppy aftertaste approx cals per oz maintain exercise drinking two per dayit add weight
Sierra Nevada174 Torpedo Extra Ipa - 12pk / 12oz Bottles,5.0,great refreshing taste weak beer safe ingredient nongmo
Trump174 Chardonnay - 750ml Bottle,1.0,yuck im type usually rant raf trump brand wine awful shocked spilled favorite brown shirt sad
Wild174 Blue Premium Blueberry Lager - 6pk / 12oz Bottles,5.0,best beer ever end review
Wild174 Blue Premium Blueberry Lager - 6pk / 12oz Bottles,5.0,great value awesome taste cant beat
Kendall-Jackson Vintner's Reserve174 Chardonnay - 750ml Bottle,5.0,favorite chardonney
Jim Beam174 Bourbon Whiskey - 750ml Bottle,5.0,momma love stuff taste rockur sock
Jim Beam174 Bourbon Whiskey - 750ml Bottle,5.0,enjoying jim beam original many year started mixing jbo slice wife watched dallas tried whiskey keep coming back jb enjoy mixed diet pepsi since longer find slice
Jim Beam174 Bourbon Whiskey - 750ml Bottle,5.0,go great apple cider
Jim Beam174 Bourbon Whiskey - 750ml Bottle,5.0,true classic spirit
Jim Beam174 Bourbon Whiskey - 750ml Bottle,5.0,love bourbon always first choice time unwind whether neat rock coke ginger ale grandpa whiskey sour nothing top jim beam nothing
Jim Beam174 Bourbon Whiskey - 750ml Bottle,4.0,make manhattens
Jim Beam174 Bourbon Whiskey - 750ml Bottle,5.0,best bourbon foundhave toured distillery love brand
Barefoot174 Moscato White Wine - 1.5l Bottle,5.0,smooth sweet wine wish wine company would mark wine dry medium dry sweet extra sweet
Cupcake Vineyards174 Red Velvet - 750ml Bottle,4.0,told wine store wine mix two different red wine fact leaf bit red lip even ive finished drinking loved enjoy bitter red wine pretty good ive tried many cheaper bitter red wine price point quality far great id definitely suggest giving try might like
Blackstone174 Merlot - 750ml Bottle,4.0,great price
Riunite174 Lambrusco - 1.5l Bottle Bottle,5.0,drinking riunite yearsits great food partying friend family relaxing buying holiday go gumbo
Riunite174 Lambrusco - 1.5l Bottle Bottle,5.0,wine taste really good love soft flavor buy
Riunite174 Lambrusco - 1.5l Bottle Bottle,5.0,wine wonderful club price isnt rosa one carried sam
Riunite174 Lambrusco - 1.5l Bottle Bottle,5.0,wine amazing sweet bitter great inexpensive wine
Carnivor174 Cabernet Sauvignon - 750ml Bottle,4.0,fruity full body cheap go well asian food looking buy red wedding one got many compliment anniversary year red want cheaper wine sure go veo menage trois though carnivor still great wine
Bartenura174 Moscato - 750ml Bottle,5.0,bought wine christmas party everyone loved especially guest whod never wine bartenura moscato beat kind id set party
Luccio174 Moscato D'asti - 750ml Bottle,5.0,chance try beverage wonderful sparkling taste great celebration
Luccio174 Moscato D'asti - 750ml Bottle,5.0,tried wine first time delicious love favorite wine
Luccio174 Moscato D'asti - 750ml Bottle,5.0,love wine sweet smooth taste could easily leave drunk careful please restock last time ive store stock
Cruz Garcia174 Red Sangria - 1.5l Bottle Bottle,4.0,sweet low alcohol content enjoy sipping
Stella Artois174 Premium Lager - 12pk / 11.2oz Bottles,5.0,price fantastic wont find better price anywhere please continue price
Stella Artois174 Premium Lager - 12pk / 11.2oz Bottles,5.0,never enjoyed stella artois dont know missing
Daily's174 Frozen Pina Colada - 10oz Pouch,5.0,found walmart oregon last week arkansas weather wow great stuff back home mad search nummy good
Daily's174 Frozen Pina Colada - 10oz Pouch,5.0,gooood
Daily's174 Frozen Pina Colada - 10oz Pouch,4.0,love convenience item wish already frozen
Roscato174 Sweet Red - 750ml Bottle,5.0,good price
Roscato174 Sweet Red - 750ml Bottle,5.0,people referred wine impressed smooth tasty wine however alcohol thats far sweet red go find sweet red sweet alcohol content please let know absolutely love sweet red
Roscato174 Sweet Red - 750ml Bottle,5.0,never go wrong wine glass roscato set sparkling dry overbearing definitely go
Roscato174 Sweet Red - 750ml Bottle,5.0,roscato sweet crisp mildly sweet delicious
Roscato174 Sweet Red - 750ml Bottle,1.0,thise wine copy cat original
Roscato174 Sweet Red - 750ml Bottle,5.0,full light sweet tasteing table wine also good cook withgreat flavor
Moet Chandon174 Imperial Champagne - 750ml Bottle,5.0,bottle pretty havent opened yet look like picture pink emoji delivery time
Zatarain's174 Root Beer Extract Bottle - 4 Floz,3.0,wanted watkins product root beer extract seems longer available brand right like caramel color additive watkins clear
Zatarain's174 Root Beer Extract Bottle - 4 Floz,5.0,great
Oreo Hot Cocoa Chocolate Sandwich Cookies - 10.7oz,5.0,addicting oreo ever chocolate cookie marshmallow like center wonderful powering good
Oreo Hot Cocoa Chocolate Sandwich Cookies - 10.7oz,5.0,one favorite oreo flavor wish year round even
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,really tasty easy make one ingredient add problem good easy drink much especially like frozen
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,love product
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,glad find online usually see summer store bucket convenient add tequila refreshing drink anytime need measure mix time want nice cool margarita drink store well refrigerator
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,price incredible delivery service better could hoped
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,always big hit pool party also good keep freezer quick easy drink delicious
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,spent weekend home alone working enjoyed margarita made mix bought quality tequila added shot grand mariner fabulous rock frozen hmm way fabulous
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,really tasty especially someone doesnt experience making drink taste good better bar restaurant fraction cost
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,love get ounce le make great margarita hate available store great party
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,make tasty frozen margarita low price good wellknow chain restaurant margarita highly recommend
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,tasted great easy dispense
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,love easy mix
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,ordered thats allowed website used sell walmart greensburg pa anymore love good need sold store
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,good value cost
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",4.0,definitely best tasting way make one convenient portable
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",2.0,ordered bucket opened couple bucket hole bottom margarita good
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,got sister us mixer drink local walmart didnt stock
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,hit party
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,usually make marqueritas bit bbq party dodnt want spend time making someone needed drink bought bucket tasty highly recommend anyone wanting spend time preparing scratch
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,great item ready pickup timely manner however wish could ordered time needed ended placing order
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,jojo
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",5.0,price incredible delivery service better could hoped
"Master of Mixes Big Bucket Premium Margarita Mixer, 96 fl oz",2.0,ordered bucket opened couple bucket hole bottom margarita good
Powell Mahoney174 Lemon Sour Mix - 750ml Bottle,5.0,great making bourbon sour
"Mr _ Mrs T Margarita Mix, 5.5 fl oz, ()",5.0,great margarita mix love small can want waste great taking go
"Mr _ Mrs T Margarita Mix, 5.5 fl oz, ()",5.0,easy tasty way make margarita ice ninja
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,pleasantly refreshing smooth really enjoyed vincents twist presentation impressive thank inspiration
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",4.0,bought product squeeze make drink backyard bbq party saw shelf left thought mm mule sound good nice spring day pretty low expectation given experience pre mix product let tell wow product delicious perfect balance sweet spicy ginger reminds sipping fancy frozen glass friend one favorite outdoor cocktail bar next time ill invite backyard mix excited try flavor cant imagine ever passing mule see shelf thanks vincent whoever making mule pro
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,great product fresh ingredient made great mule friend dont know mix
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,pleasure drinking cocktail cooked vince dining philadelphia good king tavern must check youre town simply delicious saw released mix staple summer cocktail quick purchase needle say upset would recommend
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,great drink great bottle woo
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,perfect product house party cocktail event easy use really clean fresh flavor
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,picked wife new mother part mother day gift mixed dinner reservation last night house wow smiling rest night got ta say really liked definitely recommend lady life probably great party house
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,refreshing sweet
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,kid brought mother day wow hit son mixed best moscow mule ever far better ive gotten definitely stockup summer great product
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,definitely worth price value product try
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,mix top notch bee knee whether relaxing end day entertaining guest must always mule mix deck would recommend anybody
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,mule mix cocktail artist fun make ez feel like pro thank vincent special twist lot flavor
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,really really enjoyed taste perfect sweet cant wait use entertain summer yum
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,im usually skeptical mix real deal
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,hand vodkadrinker love good moscow mule especially one icy cold copper mug complaint order bar often way sweet product taste like fresh ginger lime sugar balanced perfectly great crowd pleaser entertaining people think made scratch
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,never thought mix could good cocktail enthusiast sometime never find time go mix make fantastic drink comfort home without emptying wallet friend hooked well make perfect gift fellow cocktail lover anytime year could give product enough star
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,vincents twist felt like wed served fun bar professional setting easy tasty
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,love sharing mix friend great product
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,huge fan moscow mule drink oprah turned never make mix made making moscow mule easy invested set cooper mug delicious simple refreshing going stock summer
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,great product home
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,highly recommend premade moscow mule mix convenient home recipe perfect balance rest ingredient reasonably priced
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,love love love mix im usually mix girl usually feel like end sugary doesnt taste supposed friend recommended tried perfect especially amateur cocktailmaker sweet allows sweeten wanted fresh delicious bonus there pretty cute guy label highly highly recommend mule lover
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,taste great refreshing hot summer day breeze mix mule love quick make one taste good others highly recommended
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,mix delicious help guy bottle dreamy
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",3.0,amazing product sober year boy pint day keep doctor away
"Cocktail Artist Essential Bar Ingredients Premium Mule Mix, 25.3 fl oz",5.0,mix perfect refreshing sweet recommend mix everyone
